statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length
4531,11212,2360,2378,142,0,0,3477,1.303134886,3.224618924,0.678746045,0.683922922,0.040839804,4.750847458,10,0,10,0,143
6322,2679,1690,282,90,0,1,4478,1.4117909780000002,0.598258151,0.377400625,0.062974542,0.020098258,1.585207101,12,0,12,0,160
274851,29626,1230,52630,1607,0,1,4610,59.62060738,6.426464208,0.26681128,11.4164859,0.348590022,24.08617886,12,0,13,0,9
4614,2261,3130,1312,75,0,1,4430,1.041534989,0.510383747,0.706546275,0.296162528,0.016930023,0.722364217,14,0,12,0,89
30519,7098,4827,47940,180,0,0,2660,11.47330827,2.6684210530000003,1.814661654,18.02255639,0.067669173,1.4704785580000002,12,0,14,0,158
67036,47309,793,29562,185,0,1,3786,17.70628632,12.4957739,0.20945589,7.808240887,0.048864237,59.65825977,11,0,11,0,37
16023,11556,8810,806,436,0,1,4262,3.759502581000001,2.711403097,2.067104646,0.1891130919999999,0.10229939,1.31169126,4,0,33,0,145
56584,23480,691,12689,1278,0,0,3899,14.51243909,6.022056938,0.1772249289999999,3.2544242110000003,0.327776353,33.97973951,8,1,10,0,129
8231,9360,2010,2602,196,0,1,4396,1.872383985,2.129208371,0.4572338489999999,0.5919017289999999,0.044585987,4.656716418,14,0,11,0,108
10240,9227,2273,2630,401,0,0,3493,2.9315774410000004,2.641568852,0.650730031,0.75293444,0.114801031,4.059392873,8,0,9,0,74
4346,2465,1030,7212,98,1,1,3339,1.301587302,0.738244984,0.308475591,2.159928122,0.029350105,2.393203883,12,0,13,0,141
29997,19186,8054,27165,213,0,1,3913,7.665985178,4.903143368,2.058267314,6.942243802999999,0.054433938,2.38217035,11,0,14,0,126
2736,8,0,0,4,1,1,1362,2.0088105730000003,0.005873715,0.0,0.0,0.002936858,23524.0,12,0,16,0,122
46466,63274,4169,92110,2097,0,1,4349,10.68429524,14.54909175,0.958611175,21.17958151,0.482179811,15.17726073,9,0,10,0,160
7202,1545,440,1598,114,0,0,4358,1.6525929330000002,0.354520422,0.100963745,0.3666819639999999,0.026158788,3.5113636360000005,9,0,10,0,160
4304,3190,1512,950,70,1,1,4420,0.973755656,0.7217194570000001,0.3420814479999999,0.214932127,0.0158371039999999,2.10978836,8,0,15,0,131
56008,4296,2774,44475,263,0,0,4761,11.76391514,0.902331443,0.582650704,9.34152489,0.0552404959999999,1.548666186,6,0,48,0,116
27918,24212,815,10900,221,1,1,2153,12.96702276,11.24570367,0.37854157,5.062703205,0.102647469,29.70797546,11,0,11,0,79
246,13,0,0,0,1,1,917,0.268266085,0.014176663,0.0,0.0,0.0,23524.0,10,0,12,0,139
181209,766651,1531,453,3738,0,1,4550,39.82615385,168.4947253,0.336483516,0.09956044,0.821538462,500.7517962,11,1,13,1,102
4633,630,985,8425,22,0,0,2391,1.937682978,0.26348808,0.411961522,3.52363028,0.009201171,0.639593909,13,0,12,0,147
3394,1625,1341,4017,66,0,1,4409,0.769789068,0.3685643,0.304150601,0.91109095,0.014969381,1.211782252,8,0,12,0,132
6351,1620,1443,3969,98,0,1,4520,1.405088496,0.35840708,0.319247788,0.878097345,0.021681416,1.122661123,6,0,7,0,152
5956,2202,953,17073,56,0,0,4155,1.43345367,0.529963899,0.2293622139999999,4.109025271,0.013477738,2.310598111,14,0,15,0,159
15309,2086,320,7452,119,0,0,2778,5.510799136,0.7508999279999999,0.115190785,2.6825054,0.0428365729999999,6.51875,13,0,15,0,116
10578,9686,2422,11857,136,0,0,4247,2.490699317,2.280668707,0.570284907,2.791853073,0.0320226039999999,3.999174236,15,0,12,0,101
982,291,19,0,17,0,1,2377,0.4131257889999999,0.122423223,0.007993269,0.0,0.0071518719999999,15.31578947,11,0,18,0,41
83727,13545,2898,132326,555,1,1,3858,21.70217729,3.51088647,0.751166407,34.29911871,0.143856921,4.673913043,11,0,12,0,147
12967,13693,204,1177,452,0,1,3200,4.0521875,4.2790625,0.06375,0.3678125,0.14125,67.12254902,13,0,14,0,106
12258,7121,6690,17012,46,0,1,3780,3.242857143,1.883862434,1.76984127,4.500529101000001,0.012169312,1.0644245140000002,10,0,11,0,124
6313,23681,664,34864,161,0,1,4475,1.410726257,5.291843575,0.148379888,7.790837989,0.035977654,35.66415663,13,0,14,0,153
5311,35250,935,1061,1467,0,1,4411,1.204035366,7.991385172999999,0.211970075,0.240535026,0.332577647,37.70053476,14,0,17,0,53
1961,55,1,0,10,1,1,996,1.968875502,0.055220884,0.001004016,0.0,0.010040161,55.0,14,0,14,0,92
54580,84259,8950,25442,4248,0,1,4869,11.20969398,17.30519614,1.838159786,5.225302937,0.87245841,9.414413408,6,0,13,0,159
27725,7643,460,16172,55,0,1,4659,5.950847821,1.64048079,0.098733634,3.471131144,0.011805108,16.61521739,5,0,12,0,33
13578,6931,3911,21981,225,0,1,3263,4.1612013480000005,2.124118909,1.198590254,6.73643886,0.068954949,1.772181028,12,1,16,0,159
2782,169,5,1,21,1,1,2015,1.380645161,0.083870968,0.00248139,0.000496278,0.010421836,33.8,11,0,18,0,72
14092,12924,879,15418,271,0,0,2861,4.925550507,4.517301643,0.3072352319999999,5.389024816,0.094722125,14.70307167,11,0,11,0,160
2015,105,0,2,8,0,1,1810,1.113259669,0.05801105,0.0,0.001104972,0.00441989,23524.0,8,0,8,0,53
163896,86673,374,4650,807,0,1,4683,34.99807816,18.50800769,0.079863335,0.992953235,0.172325432,231.7459893,8,0,17,1,109
15195,8385,1525,14713,284,0,1,4664,3.257933105,1.797813036,0.326972556,3.154588336,0.060891938,5.498360656,13,0,12,0,155
21078,110099,3546,11163,382,0,1,4383,4.809034908,25.11955282,0.809034908,2.546885695,0.087154917,31.04878737,12,0,13,0,160
5480,5955,180,330,218,0,0,4098,1.337237677,1.453147877,0.043923865,0.080527086,0.0531966809999999,33.08333333,8,0,12,0,136
4018,1281,925,1295,31,1,1,3621,1.109638221,0.353769677,0.2554542939999999,0.357636012,0.008561171,1.384864865,11,2,14,0,153
10335,2524,4,0,21,1,1,1072,9.640858209,2.354477612,0.003731343,0.0,0.019589552,631.0,14,0,16,0,117
26976,4166,941,9961,43,0,1,4357,6.191416112000001,0.956162497,0.2159742939999999,2.286206105,0.009869176,4.427205101,12,0,11,0,129
11510,48483,133,5400,1146,0,1,4380,2.627853881,11.06917808,0.030365297,1.232876712,0.261643836,364.5338346,12,0,13,0,159
1321,116,2,0,33,1,1,1896,0.6967299579999999,0.061181435,0.001054852,0.0,0.017405063,58.0,15,0,16,0,111
7539,4300,1293,930,83,0,0,3721,2.026068261,1.155603332,0.347487235,0.2499328139999999,0.022305832,3.3255993810000004,13,0,14,0,72
55093,1751140,3873,7624,19186,0,1,5123,10.75405036,341.8192465,0.756002342,1.4881905130000002,3.745071247,452.1404596,10,0,10,0,116
1816,597,1072,2450,5,0,0,2679,0.677864875,0.222844345,0.400149309,0.914520343,0.001866368,0.556902985,14,0,14,0,89
19185,6178,2768,14283,223,0,1,4426,4.334613647,1.395842747,0.625395391,3.227067329,0.050384094,2.231936416,6,0,13,0,125
9148,123635,6214,78167,1045,1,1,3219,2.841876359,38.40789065,1.930413172,24.28300715,0.32463498,19.89620212,11,0,12,0,134
4855,9283,1,0,359,1,1,1897,2.5593041640000003,4.893516078,0.000527148,0.0,0.189246178,9283.0,14,0,12,0,60
2458,8101,3331,379,405,0,1,4388,0.560164084,1.846171376,0.75911577,0.086371923,0.092297174,2.432002402,5,0,13,0,78
24125,433886,170,22926,977,1,1,3596,6.708843159,120.6579533,0.04727475,6.37541713,0.271690768,2552.270588,10,0,11,0,49
17708,5721,310,1697,104,1,1,3296,5.372572816,1.735740291,0.094053398,0.514866505,0.0315533979999999,18.45483871,7,1,18,0,71
5348,15,2,0,3,0,0,1362,3.926578561,0.011013216,0.001468429,0.0,0.002202643,7.5,13,0,19,0,116
14613,5264,1513,524,183,0,1,3471,4.210025929,1.516565831,0.435897436,0.15096514,0.0527225579999999,3.479180436,13,0,16,0,159
31639,17535,1817,14649,624,0,1,5121,6.1782854910000005,3.424135911,0.3548135129999999,2.860574107,0.1218512009999999,9.65052284,13,0,19,0,59
170594,82123,1466,2869,1123,0,1,4689,36.38174451,17.51396886,0.31264662,0.611857539,0.2394966939999999,56.01841746,13,0,19,0,137
296,4682,1993,9465,115,0,0,2814,0.105188344,1.663823738,0.7082444920000001,3.3635394460000003,0.040867093,2.349222278,8,0,18,0,159
3507,108,1,0,35,0,0,2344,1.49616041,0.046075085,0.0004266209999999,0.0,0.014931741,108.0,11,0,13,0,124
8430,646,11,0,79,1,1,2313,3.64461738,0.279290964,0.004755728,0.0,0.034154777,58.72727273,13,0,19,0,102
3819,83,1,1,2,0,0,1172,3.258532423,0.070819113,0.0008532419999999,0.0008532419999999,0.001706485,83.0,14,0,14,0,86
13273,77166,1141,4037,1208,0,1,3751,3.538523061,20.5721141,0.304185551,1.076246334,0.322047454,67.63014899,8,0,14,0,151
3075,1295,4337,34,46,0,1,2198,1.39899909,0.589171975,1.973157416,0.015468608,0.020928116,0.298593498,13,0,15,0,145
6818,4793,0,0,281,0,0,2695,2.52987013,1.778478664,0.0,0.0,0.104267161,23524.0,11,0,12,0,63
79951,10533,152,14,250,0,1,4463,17.91418328,2.360071701,0.034057809,0.003136903,0.0560161329999999,69.29605263,12,0,19,0,95
47359,14814,1976,80891,502,1,1,4217,11.23049561,3.51292388,0.468579559,19.18211999,0.119041973,7.496963562999999,12,0,14,0,157
17358,2535,2418,13262,89,0,1,3785,4.585997358,0.669749009,0.638837517,3.503830911,0.023513871,1.048387097,10,0,10,0,119
27123,23732,941,20379,899,0,1,4376,6.198126143,5.42321755,0.215036563,4.656992687,0.205438757,25.21997875,15,0,19,0,143
58978,135240,1046,26930,977,0,0,4779,12.34107554,28.29880728,0.218874241,5.635070098,0.204436074,129.292543,8,0,15,0,153
28967,10258,8804,34568,502,0,1,4754,6.093184687000001,2.157761885,1.851914178,7.271350442,0.105595288,1.165152204,12,0,13,0,145
29095,149952,3185,1727,1135,0,1,4423,6.578114402000001,33.90278092,0.72009948,0.390458965,0.256613158,47.08069074,14,0,15,0,112
36523,110105,2215,27337,922,0,1,4432,8.240749097,24.84318592,0.4997743679999999,6.168095667999999,0.208032491,49.70880361,14,0,25,4,155
40742,23925,1747,4731,1149,0,1,5016,8.122408293,4.769736842,0.348285486,0.943181818,0.229066986,13.69490555,13,0,14,0,157
44780,104219,3681,3746,626,0,1,4082,10.97011269,25.53135718,0.901763841,0.917687408,0.153356198,28.31268677,14,0,19,0,154
30824,49941,2099,117771,949,0,0,4728,6.519458545,10.56281726,0.443950931,24.90926396,0.20071912,23.79275846,8,0,12,0,156
4705,3591,1,5,218,1,1,1866,2.521436227,1.924437299,0.000535906,0.002679528,0.116827438,3591.0,11,0,12,0,25
33064,252403,272,7327,1598,0,0,1572,21.03307888,160.56170480000003,0.17302799,4.6609414760000005,1.01653944,927.9522059,12,0,13,0,75
2809,4609,186,461,107,0,1,4375,0.6420571429999999,1.053485714,0.042514286,0.105371429,0.0244571429999999,24.77956989,15,0,19,0,90
69,7,2,1,2,0,0,1224,0.056372549,0.005718954,0.001633987,0.000816993,0.001633987,3.5,15,0,15,0,136
3687,3897,796,5178,46,0,1,3704,0.995410367,1.052105832,0.214902808,1.397948164,0.012419006,4.895728643,9,0,13,0,134
17620,12097,1495,1226,258,1,1,3582,4.9190396430000005,3.3771635960000004,0.417364601,0.34226689,0.072026801,8.091638796,13,0,12,0,155
18694,21521,811,4750,313,0,1,4396,4.252502275,4.895586897,0.184485896,1.080527753,0.071201092,26.53637485,14,0,20,0,100
891,43,3,4,3,1,1,897,0.993311037,0.04793757,0.003344482,0.004459309,0.003344482,14.33333333,11,0,12,0,95
1137,263,0,0,44,1,1,1859,0.61161915,0.141473911,0.0,0.0,0.0236686389999999,23524.0,10,0,7,0,54
16689,16,0,16,3,1,1,1376,12.12863372,0.011627907,0.0,0.011627907,0.0021802329999999,23524.0,11,0,13,0,0
14351,10479,2243,20849,347,0,1,3863,3.714988351,2.712658556,0.580636811,5.397100699,0.08982656,4.671868034,12,0,38,0,79
33653,17949,901,13812,482,0,0,4613,7.295252547,3.89096033,0.195317581,2.994146976,0.104487318,19.92119867,11,0,12,0,147
34619,4533,2,3,220,0,0,2730,12.68095238,1.66043956,0.000732601,0.001098901,0.0805860809999999,2266.5,12,0,18,0,32
24303,47310,2264,8759,1381,0,1,3918,6.202909647999999,12.07503828,0.57784584,2.235579377,0.3524757529999999,20.89664311,12,0,13,0,133
716,37084,379,4633,126,1,1,1630,0.439263804,22.75092025,0.232515337,2.842331288,0.077300613,97.8469657,11,0,12,0,134
58015,176913,798,8615,6357,0,1,4413,13.14638568,40.08905506,0.180829368,1.952186721,1.440516655,221.6954887,6,0,16,0,101
3556,298,18,3,8,0,1,2530,1.4055335969999998,0.117786561,0.007114625,0.001185771,0.003162055,16.55555556,14,0,14,0,75
15286,10,5,27,1,0,0,1416,10.79519774,0.0070621469999999,0.003531073,0.019067797,0.000706215,2.0,11,0,12,0,39
369,2689,1168,7388,157,1,1,4724,0.07811177,0.569220999,0.247248095,1.563928874,0.033234547,2.302226027,10,0,8,0,156
4381,2515,93,1,26,0,0,4316,1.015060241,0.582715477,0.0215477289999999,0.0002316959999999,0.006024096,27.04301075,10,0,11,0,98
33138,81881,3411,17813,2006,0,1,4382,7.562300318999999,18.68575993,0.778411684,4.065038795,0.457781835,24.00498388,9,0,10,0,142
4972,3422,1018,1237,162,0,1,4530,1.097571744,0.7554083890000001,0.224724062,0.273068433,0.0357615889999999,3.361493124,12,0,12,0,99
754,419,3,1,7,1,1,1576,0.478426396,0.265862944,0.0019035529999999,0.000634518,0.004441624,139.66666669999998,9,0,15,0,70
34937,13160,12869,134331,534,0,1,5153,6.779934019,2.553852125,2.497380167,26.06850378,0.103628954,1.02261248,13,0,16,0,159
15057,4566,1993,4145,124,0,1,4500,3.346,1.014666667,0.442888889,0.921111111,0.027555556,2.291018565,10,0,12,0,105
4115,137,0,1,25,0,0,2111,1.949313122,0.064898153,0.0,0.000473709,0.011842729,23524.0,13,0,14,0,64
8265,1614,870,1586,47,0,0,3521,2.347344504,0.458392502,0.247088895,0.450440216,0.013348481,1.855172414,10,0,11,0,86
18255,73120,4015,168,625,0,0,4165,4.382953181,17.55582233,0.963985594,0.0403361339999999,0.150060024,18.2117061,12,0,11,0,144
5244,5833,1220,710,207,0,1,4402,1.191276692,1.325079509,0.277146751,0.161290323,0.04702408,4.781147541,12,0,14,0,123
12800,2197,1881,3754,94,0,1,3363,3.806125483,0.653285757,0.559322034,1.116265239,0.027951234,1.167995747,14,0,13,0,150
12802,11274,1278,589,437,0,1,4824,2.653814262,2.337064677,0.264925373,0.122097844,0.090588723,8.821596244,5,0,20,0,146
3856,2731,1198,1333,91,0,0,3550,1.086197183,0.769295775,0.337464789,0.375492958,0.0256338029999999,2.279632721,13,0,11,0,155
3650,2861,1246,6621,80,0,1,4369,0.8354314490000001,0.654840925,0.285191119,1.51544976,0.018310826,2.296147673,10,0,14,0,57
117922,188419,857,628,432,0,0,4382,26.91054313,42.99840256,0.195572798,0.143313555,0.098585121,219.8588098,9,2,9,2,152
14554,78633,2194,723,2290,0,1,3085,4.717666126,25.48881686,0.711183144,0.234359806,0.7423014590000001,35.84001823,14,0,16,0,158
64820,6513,768,57652,445,1,1,4303,15.0639089,1.513595166,0.17848013,13.39809435,0.103416221,8.48046875,6,0,10,0,73
9957,172504,3959,153,2735,0,1,4261,2.336775405,40.48439333,0.929124619,0.035907064,0.641868106,43.57261935,10,0,14,0,151
1379,15687,1328,9784,683,0,1,4150,0.332289157,3.78,0.32,2.357590361,0.164578313,11.8125,13,0,13,0,143
20401,211920,1503,8992,2229,0,1,4596,4.438859878,46.10966057,0.327023499,1.956483899,0.484986945,140.998004,6,0,16,0,134
58243,10598,625,6533,647,0,1,4346,13.40151864,2.438564197,0.1438104,1.503221353,0.148872526,16.9568,15,2,12,2,103
15572,716,1,0,44,0,0,2126,7.324553151,0.33678269,0.0004703669999999,0.0,0.020696143,716.0,7,0,8,0,153
21889,20988,29,0,632,0,0,2488,8.797829582,8.435691318,0.0116559489999999,0.0,0.254019293,723.7241379,8,0,8,0,84
81220,42515,12215,17662,1101,0,1,4588,17.7027027,9.266564952,2.662380122,3.849607672,0.239973845,3.480556693,10,0,11,0,160
33682,45814,456,14547,136,0,1,3515,9.582361309,13.03385491,0.12972973,4.138549075,0.038691323,100.4692982,13,0,12,0,142
20472,13519,4978,5034,327,0,0,3858,5.306376361,3.504147227,1.290305858,1.3048211509999998,0.0847589419999999,2.715749297,6,0,12,0,140
18307,10777,1602,8232,193,0,0,3732,4.905412647,2.88772776,0.42926045,2.205787781,0.0517148979999999,6.72721598,14,0,21,0,149
15624,20,47,29,3,1,1,1183,13.20710059,0.016906171,0.039729501,0.0245139479999999,0.002535926,0.425531915,14,0,11,0,31
11971,2565,0,2560,110,0,0,4307,2.779428837,0.595542141,0.0,0.59438124,0.025539819,257472.0,10,0,1,0,1
114632,111115,918,1318,2496,0,1,3730,30.73243968,29.78954424,0.246112601,0.353351206,0.669168901,121.040305,14,0,14,0,0
870,53138,89,1192,1019,0,0,4033,0.215720307,13.17579965,0.0220679389999999,0.295561617,0.25266551,597.0561798,12,0,13,0,0
176,3,0,0,1,1,1,1265,0.139130435,0.002371542,0.0,0.0,0.000790514,23524.0,14,0,4,0,128
1846,4463,1,0,66,1,1,1312,1.407012195,3.401676829,0.000762195,0.0,0.050304878,4463.0,13,0,14,0,110
1521,534,326,6600,15,1,1,1690,0.9,0.315976331,0.192899408,3.905325444,0.00887574,1.63803681,10,0,12,0,0
13856,24457,968,1448,439,0,1,3752,3.692963753,6.518390192000001,0.257995736,0.385927505,0.117004264,25.26549587,10,0,8,0,149
876,17,10,28,2,1,1,866,1.011547344,0.019630485,0.011547344,0.032332564,0.0023094689999999,1.7,10,0,20,0,85
44126,63310,609,10329,892,0,1,4410,10.00589569,14.35600907,0.138095238,2.342176871,0.2022675739999999,103.9573071,8,0,9,0,148
10715,6632,3556,8837,67,0,1,4096,2.615966797,1.619140625,0.8681640629999999,2.157470703,0.016357422,1.865016873,9,0,11,0,156
66925,6696,2577,4301,203,0,0,4432,15.10040614,1.510830325,0.5814530689999999,0.970442238,0.045803249,2.598370198,10,0,11,0,122
5304,35223,363,848,1802,1,1,4393,1.20737537,8.017983155,0.082631459,0.193034373,0.410198042,97.03305785,15,0,16,0,54
38702,59489,3679,15067,688,0,0,3725,10.38979866,15.97020134,0.987651007,4.044832215,0.1846979869999999,16.16988312,11,0,10,0,155
19013,70513,2700,9606,897,0,1,4437,4.285102547,15.89204417,0.60851927,2.164976335,0.202163624,26.11592593,9,0,9,0,75
5752,4079,768,642,66,0,1,4053,1.419195658,1.006415001,0.189489267,0.158401184,0.0162842339999999,5.311197917,12,1,15,0,140
7778,2089,560,6580,77,0,1,3520,2.209659091,0.593465909,0.159090909,1.869318182,0.021875,3.730357143,11,0,18,0,156
5412,3103,402,25,200,1,1,4205,1.287039239,0.737931034,0.0956004759999999,0.005945303,0.047562426,7.718905472999999,11,0,10,0,155
2371,8911,1465,8942,102,0,1,4389,0.540214172,2.03030303,0.333789018,2.0373661430000003,0.023239918,6.082593857000001,14,0,15,0,153
18708,13180,912,30724,202,0,0,2763,6.770901194,4.770177343,0.330076004,11.11979732,0.07310894,14.45175439,10,0,16,0,131
2035,1032,576,1125,42,0,1,4313,0.4718293529999999,0.239276606,0.133549733,0.260839323,0.009738001,1.791666667,13,0,14,0,151
3748,2048,1515,1210,109,0,0,2870,1.305923345,0.71358885,0.527874564,0.421602787,0.037979094,1.351815182,12,0,14,0,158
9242,11221,311,433,269,0,1,4557,2.028088655,2.462365591,0.068246654,0.095018653,0.059030064,36.08038585,5,0,5,0,44
14729,302906,1546,36514,1491,0,1,4152,3.547447013,72.95423892,0.372350674,8.794315992000001,0.359104046,195.9288486,13,0,14,0,24
13133,17031,1660,22697,379,0,1,2866,4.582344731,5.9424284720000005,0.579204466,7.91939986,0.132240056,10.25963855,12,0,15,0,157
4582,4559,2341,949,87,1,1,3683,1.244094488,1.237849579,0.635623133,0.257670377,0.023622047,1.947458351,10,1,14,0,117
445,22,1,0,1,0,0,777,0.572715573,0.0283140279999999,0.001287001,0.0,0.001287001,22.0,11,0,24,0,94
13366,23169,6581,48014,1213,0,1,4431,3.0164748360000004,5.228842248,1.485217784,10.83592868,0.273753103,3.5205895760000003,7,0,45,0,160
9421,56,2,1,4,1,1,1264,7.453322785,0.044303797,0.001582278,0.000791139,0.003164557,28.0,13,0,16,0,90
4712,4908,1233,1331,88,1,1,3521,1.338256177,1.393922181,0.350184607,0.378017609,0.0249929,3.98053528,12,2,11,0,111
12408,1127,516,1999,32,1,1,3546,3.499153976,0.317822899,0.145516074,0.563733785,0.009024253,2.184108527,11,0,12,0,69
33521,12503,3268,36681,276,0,1,4406,7.608034497999999,2.837721289,0.7417158420000001,8.325238311,0.062641852,3.825887393,14,0,15,0,148
6404,183,2,70,8,0,0,2099,3.0509766560000005,0.087184374,0.000952835,0.033349214,0.003811339,91.5,13,0,19,0,154
19600,47265,1096,2154,662,0,1,4625,4.237837838,10.21945946,0.236972973,0.46572973,0.143135135,43.125,3,0,3,0,105
3708,257710,328,2389,762,0,0,4331,0.856153313,59.50357885,0.075733087,0.55160471,0.175940891,785.7012195,14,0,10,0,61
34725,81408,964,3500,1090,0,1,4656,7.458118557000001,17.48453608,0.2070446739999999,0.751718213,0.2341065289999999,84.44813278,10,0,29,0,106
24416,400,0,25,40,0,0,1686,14.48161329,0.237247924,0.0,0.014827995,0.023724792,23524.0,15,0,17,0,147
25857,26784,893,11439,708,1,1,3024,8.550595238,8.857142857000001,0.295304233,3.782738095,0.2341269839999999,29.99328108,10,0,18,0,135
215353,26,3,0,5,1,1,2215,97.2248307,0.011738149,0.001354402,0.0,0.002257336,8.666666667000001,9,0,13,0,0
1894,928,316,1528,14,0,0,5132,0.3690568979999999,0.180826189,0.061574435,0.297739673,0.002727981,2.936708861,6,0,18,0,113
7503,33,0,0,22,0,0,1621,4.628624306,0.020357804,0.0,0.0,0.0135718689999999,23524.0,10,0,11,0,118
67006,731561,1600,185,10957,1,1,4676,14.32976903,156.45017109999998,0.342172797,0.03956373,2.343242087,457.225625,11,0,10,0,108
7545,4413,1292,5093,86,0,0,3778,1.997088407,1.168078348,0.341979884,1.348067761,0.022763367,3.415634675,13,0,20,0,107
14009,13544,3927,4965,311,0,1,4392,3.189663024,3.083788707,0.894125683,1.130464481,0.070810565,3.448943214,6,0,12,0,159
2331,78,2,3,17,0,0,1864,1.250536481,0.041845494,0.001072961,0.001609442,0.009120172,39.0,12,0,12,0,107
3661,14103,1144,1041,212,1,1,3850,0.950909091,3.663116883,0.297142857,0.27038961,0.055064935,12.3277972,14,0,16,0,119
30476,18695,8219,71733,205,0,1,4621,6.595109283999999,4.045661112,1.778619346,15.52326336,0.044362692,2.274607616,10,0,10,0,155
580,45,2,1,3,0,0,1256,0.4617834389999999,0.035828025,0.001592357,0.000796178,0.002388535,22.5,15,0,18,0,145
9272,22939,491,7017,124,0,1,2976,3.1155913980000003,7.707997312000001,0.164986559,2.357862903,0.041666667,46.71894094,11,0,12,0,159
219859,263635,553,774,3175,0,1,4085,53.82105263,64.53733170000001,0.135373317,0.1894736839999999,0.777233782,476.7359855,11,0,15,0,85
90595,5315,8043,246004,252,0,1,4338,20.88404795,1.225218995,1.854080221,56.70908253,0.058091286,0.660823076,9,0,9,0,160
5302,3586,1611,3323,186,0,1,4647,1.140951151,0.7716806540000001,0.346675274,0.7150850009999999,0.0400258229999999,2.225946617,9,0,10,0,60
12359,33892,4484,3743,1101,0,0,4059,3.04483863,8.349839862,1.104705593,0.922148312,0.271249076,7.558429972999999,11,0,3,0,114
18365,67185,989,5560,885,0,0,3088,5.947215026,21.75680052,0.320272021,1.800518135,0.2865932639999999,67.9322548,6,0,4,0,138
14160,20,1,0,3,0,0,1375,10.29818182,0.014545455,0.000727273,0.0,0.002181818,20.0,12,0,12,0,79
6199,1312,2851,8016,44,0,0,3780,1.63994709,0.347089947,0.754232804,2.120634921,0.0116402119999999,0.460189407,12,0,13,0,95
9328,109,1,1,20,0,0,1433,6.509420796000001,0.076064201,0.000697837,0.000697837,0.0139567339999999,109.0,13,0,13,0,70
30143,66941,49986,115509,936,0,0,4448,6.776753597000001,15.04968525,11.23785971,25.96875,0.210431655,1.339194975,8,2,12,0,159
6824,41424,190,878,2041,0,0,4765,1.432109129,8.693389297000001,0.039874082,0.184260231,0.428331584,218.0210526,9,0,16,0,156
20375,837,0,11,88,0,0,1663,12.2519543,0.503307276,0.0,0.0066145519999999,0.0529164159999999,23524.0,14,0,15,0,56
12218,3477,3820,6042,150,0,0,3739,3.267718641,0.929927788,1.021663546,1.615940091,0.0401176789999999,0.910209424,15,0,16,0,150
2394,3477,267,287,225,0,0,1823,1.313219967,1.907295666,0.146461876,0.157432803,0.123422929,13.02247191,12,0,17,0,75
11253,158457,102,12739,418,0,1,3213,3.502334267,49.31746032,0.031746032,3.964830377,0.130096483,1553.5,15,0,16,0,67
3490,2949,2319,589,81,0,1,3988,0.875125376,0.739468405,0.581494483,0.147693079,0.020310933,1.271668823,12,0,18,0,110
9041,19590,5264,20345,482,0,1,4072,2.220284872,4.810903733,1.292730845,4.996316306000001,0.118369352,3.721504559,14,0,17,0,116
835,4,0,0,4,1,1,1477,0.565335139,0.002708192,0.0,0.0,0.002708192,23524.0,10,0,16,0,60
15117,59822,33318,20902,1600,1,1,2279,6.633172444,26.24923212,14.61956999,9.171566477,0.702062308,1.795485924,11,0,11,0,140
5124,6641,3074,13768,126,0,0,2711,1.890077462,2.449649576,1.13389893,5.078568794,0.046477315,2.1603773580000003,12,0,14,0,73
12852,4535,1281,1089,170,0,1,4436,2.897204689,1.022317403,0.28877367,0.2454914339999999,0.038322813,3.5402029660000003,13,0,14,0,147
1184,1485,128,56,85,0,0,3820,0.3099476439999999,0.388743455,0.033507853,0.014659686,0.022251309,11.6015625,11,0,12,0,146
6698,2212,600,29007,47,0,1,4168,1.607005758,0.530710173,0.143953935,6.959452975,0.011276392,3.686666667,12,0,9,0,160
30981,6927,3959,12394,173,0,0,3590,8.629805014,1.929526462,1.102785515,3.4523676880000003,0.048189415,1.749684264,7,0,7,0,114
1698,435,21,360,8,0,0,1039,1.634263715,0.4186718,0.0202117419999999,0.346487007,0.007699711,20.71428571,12,0,12,0,138
6632,12437,4885,6008,272,0,1,4312,1.538033395,2.884276438,1.132884972,1.393320965,0.063079777,2.545957011,8,0,17,0,142
1260,7,1,0,2,1,1,1147,1.098517873,0.006102877,0.00087184,0.0,0.001743679,7.0,15,0,15,0,131
18209,4,2,0,2,0,0,1440,12.64513889,0.002777778,0.001388889,0.0,0.001388889,2.0,15,0,12,0,27
2508,2706645,1396,2675,6615,0,0,4369,0.574044404,619.5113298,0.319523919,0.612268254,1.5140764480000002,1938.85745,8,0,8,0,0
3419,1161,1052,2672,41,1,1,2649,1.290675727,0.438278596,0.397130993,1.008682522,0.0154775389999999,1.103612167,13,1,13,0,50
5386,147,6,0,20,0,0,907,5.938257993,0.1620727669999999,0.006615215,0.0,0.022050717,24.5,12,0,15,0,62
6912,8918,1484,1679,127,0,1,4227,1.635202271,2.109770523,0.351076414,0.397208422,0.0300449489999999,6.009433962,10,0,11,0,33
4630,728,1,10,33,1,1,1814,2.552370452,0.401323043,0.000551268,0.005512679,0.018191841,728.0,12,0,13,0,152
